id,customerid,ordertimestamp,shippingaddressid,total,shippingcost,created,updated
1374,1033,2017-06-11 10:26:51.381386+00,1033,305.68,3.9,2018-08-02 13:30:40.686986+00,
1375,610,2018-06-16 10:26:39.803786+00,610,283,3.9,2018-08-02 13:30:40.686986+00,
1376,266,2017-11-26 02:22:24.779786+00,266,329.84,3.9,2018-08-02 13:30:40.686986+00,
1377,354,2018-02-02 14:13:15.966986+00,354,65.4,3.9,2018-08-02 13:30:40.686986+00,
1378,474,2017-05-18 01:30:26.949386+00,474,47.4,3.9,2018-08-02 13:30:40.686986+00,
1379,419,2016-08-29 10:14:25.317386+00,419,254,3.9,2018-08-02 13:30:40.686986+00,
1380,872,2018-07-24 22:30:47.512586+00,872,123.69,3.9,2018-08-02 13:30:40.686986+00,
1381,769,2017-01-02 10:24:55.432586+00,769,470.27,3.9,2018-08-02 13:30:40.686986+00,
1382,1079,2017-11-29 20:05:10.312586+00,1079,158.5,3.9,2018-08-02 13:30:40.686986+00,
1383,517,2017-03-13 20:23:07.115786+00,517,342.68,3.9,2018-08-02 13:30:40.686986+00,
1384,794,2018-01-15 16:27:12.894986+00,794,124.67,3.9,2018-08-02 13:30:40.686986+00,
1385,899,2016-12-13 15:43:07.326986+00,899,177.48,3.9,2018-08-02 13:30:40.686986+00,
1386,489,2018-01-01 08:04:44.046986+00,489,255.8,3.9,2018-08-02 13:30:40.686986+00,
1387,245,2016-11-26 10:45:40.456586+00,245,335.96,3.9,2018-08-02 13:30:40.686986+00,
1388,362,2017-02-15 14:57:13.931786+00,362,65,3.9,2018-08-02 13:30:40.686986+00,
1389,131,2016-08-28 14:23:43.144586+00,1131,343.41,3.9,2018-08-02 13:30:40.686986+00,
1390,538,2018-04-03 12:41:46.024586+00,538,460.39,3.9,2018-08-02 13:30:40.686986+00,
1391,154,2017-02-13 04:19:15.275786+00,154,140.94,3.9,2018-08-02 13:30:40.686986+00,
1392,525,2017-07-10 14:24:54.770186+00,525,81.84,3.9,2018-08-02 13:30:40.686986+00,
1393,893,2016-11-26 10:25:30.338186+00,893,308.09,3.9,2018-08-02 13:30:40.686986+00,
1394,492,2018-05-20 10:05:38.277386+00,492,71,3.9,2018-08-02 13:30:40.686986+00,
1395,912,2017-07-25 10:27:13.154186+00,912,290.26,3.9,2018-08-02 13:30:40.686986+00,
1396,646,2016-08-07 00:06:31.557386+00,646,423.82,3.9,2018-08-02 13:30:40.686986+00,
1397,546,2018-01-31 17:39:03.563786+00,546,148,3.9,2018-08-02 13:30:40.686986+00,
1398,868,2017-04-28 15:56:08.210186+00,868,193.58,3.9,2018-08-02 13:30:40.686986+00,
1399,551,2018-01-10 08:03:28.187786+00,551,419.93,3.9,2018-08-02 13:30:40.686986+00,
1400,727,2017-04-21 10:53:00.837386+00,727,186.6,3.9,2018-08-02 13:30:40.686986+00,
1401,472,2017-03-25 19:37:10.005386+00,472,354.74,3.9,2018-08-02 13:30:40.686986+00,
1402,219,2018-06-26 16:45:00.971786+00,219,560.2,3.9,2018-08-02 13:30:40.686986+00,
1403,131,2016-11-18 03:39:53.013386+00,1131,117.78,3.9,2018-08-02 13:30:40.686986+00,
1404,553,2017-09-11 17:04:09.659786+00,553,340.86,3.9,2018-08-02 13:30:40.686986+00,
1405,293,2017-07-21 13:37:42.750986+00,293,271.87,3.9,2018-08-02 13:30:40.686986+00,
1406,494,2017-11-16 22:06:18.107786+00,494,283,3.9,2018-08-02 13:30:40.686986+00,
1407,418,2016-08-10 06:21:26.142986+00,418,363.75,3.9,2018-08-02 13:30:40.686986+00,
1408,456,2016-08-11 07:14:08.901386+00,456,79,3.9,2018-08-02 13:30:40.686986+00,
1409,871,2016-09-09 08:44:47.003786+00,871,108.23,3.9,2018-08-02 13:30:40.686986+00,
1410,1026,2017-03-15 05:41:28.629386+00,1026,223.55,3.9,2018-08-02 13:30:40.686986+00,
1411,936,2016-12-05 14:31:16.226186+00,936,58.2,3.9,2018-08-02 13:30:40.686986+00,
1412,307,2017-03-25 00:08:56.018186+00,307,409.89,3.9,2018-08-02 13:30:40.686986+00,
1413,753,2017-07-05 19:56:59.387786+00,753,470.3,3.9,2018-08-02 13:30:40.686986+00,
1414,320,2018-06-07 03:49:09.429386+00,320,301.08,3.9,2018-08-02 13:30:40.686986+00,
1415,329,2018-01-27 01:43:29.214986+00,329,240,3.9,2018-08-02 13:30:40.686986+00,
1416,201,2017-05-07 14:08:57.112586+00,201,293.28,3.9,2018-08-02 13:30:40.686986+00,
1417,674,2017-10-21 15:08:22.667786+00,674,235,3.9,2018-08-02 13:30:40.686986+00,
1418,629,2017-06-21 07:39:38.094986+00,629,272.14,3.9,2018-08-02 13:30:40.686986+00,
1419,985,2017-01-21 03:39:41.349386+00,985,214.4,3.9,2018-08-02 13:30:40.686986+00,
1420,175,2016-09-20 15:34:18.645386+00,175,403.72,3.9,2018-08-02 13:30:40.686986+00,
1421,1059,2017-01-05 13:57:12.261386+00,1059,181.02,3.9,2018-08-02 13:30:40.686986+00,
1422,1062,2017-08-08 12:36:26.344586+00,1062,307.16,3.9,2018-08-02 13:30:40.686986+00,
1423,562,2018-01-01 08:54:12.837386+00,562,360.52,3.9,2018-08-02 13:30:40.686986+00,
1424,834,2017-11-26 09:26:38.824586+00,834,56,3.9,2018-08-02 13:30:40.686986+00,
1425,967,2017-10-15 23:27:39.275786+00,967,300.4,3.9,2018-08-02 13:30:40.686986+00,
1426,789,2016-12-21 10:54:03.822986+00,789,83.16,3.9,2018-08-02 13:30:40.686986+00,
1427,991,2018-04-06 00:11:08.814986+00,991,360,3.9,2018-08-02 13:30:40.686986+00,
1428,796,2018-06-30 22:07:16.946186+00,796,454.24,3.9,2018-08-02 13:30:40.686986+00,
1429,652,2017-11-15 11:35:21.515786+00,652,163.4,3.9,2018-08-02 13:30:40.686986+00,
1430,791,2016-10-28 01:01:38.776586+00,791,208.76,3.9,2018-08-02 13:30:40.686986+00,
1431,840,2017-02-18 17:35:27.390986+00,840,397.74,3.9,2018-08-02 13:30:40.686986+00,
1432,377,2018-02-02 07:11:40.898186+00,377,46.28,3.9,2018-08-02 13:30:40.686986+00,
1433,489,2017-12-07 18:49:23.771786+00,489,259.9,3.9,2018-08-02 13:30:40.686986+00,
1434,725,2017-06-05 23:38:24.165386+00,725,455.4,3.9,2018-08-02 13:30:40.686986+00,
1435,752,2018-04-19 14:42:38.526986+00,752,142,3.9,2018-08-02 13:30:40.686986+00,
1436,830,2017-04-24 02:46:03.813386+00,830,225.66,3.9,2018-08-02 13:30:40.686986+00,
1437,1044,2018-01-04 13:18:45.899786+00,1044,212.8,3.9,2018-08-02 13:30:40.686986+00,
1438,1097,2018-02-25 16:00:59.118986+00,1097,345.46,3.9,2018-08-02 13:30:40.686986+00,
1439,307,2018-01-31 16:03:00.510986+00,307,244.8,3.9,2018-08-02 13:30:40.686986+00,
1440,962,2018-06-25 11:15:58.139786+00,962,145.22,3.9,2018-08-02 13:30:40.686986+00,
1441,915,2018-07-27 19:36:09.698186+00,915,407.68,3.9,2018-08-02 13:30:40.686986+00,
1442,662,2018-04-19 11:31:08.190986+00,662,220.4,3.9,2018-08-02 13:30:40.686986+00,
1443,176,2017-10-21 02:57:24.126986+00,176,462.37,3.9,2018-08-02 13:30:40.686986+00,
1444,439,2018-04-19 00:05:04.984586+00,439,180.46,3.9,2018-08-02 13:30:40.686986+00,
1445,355,2017-11-22 15:42:20.757386+00,355,445.23,3.9,2018-08-02 13:30:40.686986+00,
1446,1022,2018-04-18 11:29:04.206986+00,1022,323,3.9,2018-08-02 13:30:40.686986+00,
1447,1016,2018-07-03 22:41:46.398986+00,1016,307,3.9,2018-08-02 13:30:40.686986+00,
1448,361,2017-10-20 02:32:35.886986+00,361,243.46,3.9,2018-08-02 13:30:40.686986+00,
1449,363,2016-11-14 09:55:53.608586+00,363,199,3.9,2018-08-02 13:30:40.686986+00,
1450,196,2017-01-07 21:42:25.682186+00,196,459,3.9,2018-08-02 13:30:40.686986+00,
1451,839,2018-04-04 07:44:22.091786+00,839,546.08,3.9,2018-08-02 13:30:40.686986+00,
1452,1071,2017-04-28 22:58:50.498186+00,1071,65,3.9,2018-08-02 13:30:40.686986+00,
1453,310,2017-08-12 17:55:18.846986+00,310,274,3.9,2018-08-02 13:30:40.686986+00,
1454,863,2016-11-16 18:49:54.530186+00,863,451.28,3.9,2018-08-02 13:30:40.686986+00,
1455,666,2017-05-27 11:38:53.973386+00,666,260.23,3.9,2018-08-02 13:30:40.686986+00,
1456,878,2017-10-16 10:36:02.267786+00,878,46.8,3.9,2018-08-02 13:30:40.686986+00,
1457,236,2017-10-22 02:29:38.421386+00,236,348.65,3.9,2018-08-02 13:30:40.686986+00,
1458,199,2017-12-30 13:03:13.643786+00,199,508.8,3.9,2018-08-02 13:30:40.686986+00,
1459,991,2017-08-13 10:31:46.782986+00,991,382.73,3.9,2018-08-02 13:30:40.686986+00,
1460,133,2017-05-13 16:13:08.594186+00,133,316.74,3.9,2018-08-02 13:30:40.686986+00,
1461,546,2017-01-07 03:14:35.483786+00,546,533.57,3.9,2018-08-02 13:30:40.686986+00,
1462,1085,2017-03-10 06:47:14.690186+00,1085,395,3.9,2018-08-02 13:30:40.686986+00,
1463,903,2016-09-03 22:22:46.696586+00,903,470.15,3.9,2018-08-02 13:30:40.686986+00,
1464,282,2016-11-22 03:01:47.387786+00,282,358.67,3.9,2018-08-02 13:30:40.686986+00,
1465,931,2018-01-25 12:07:55.710986+00,931,45.6,3.9,2018-08-02 13:30:40.686986+00,
1466,158,2017-07-11 10:11:15.928586+00,158,100,3.9,2018-08-02 13:30:40.686986+00,
1467,1035,2017-06-15 01:33:11.195786+00,1035,196.13,3.9,2018-08-02 13:30:40.686986+00,
1468,851,2017-01-30 17:50:42.021386+00,851,205.2,3.9,2018-08-02 13:30:40.686986+00,
1469,516,2016-09-03 17:40:55.278986+00,516,141,3.9,2018-08-02 13:30:40.686986+00,
1470,411,2018-01-02 01:51:11.109386+00,411,361.58,3.9,2018-08-02 13:30:40.686986+00,
1471,396,2017-11-06 12:50:41.186186+00,396,72.09,3.9,2018-08-02 13:30:40.686986+00,
1472,547,2016-12-26 21:49:39.323786+00,547,72,3.9,2018-08-02 13:30:40.686986+00,
1473,782,2018-07-23 07:27:55.662986+00,782,179.25,3.9,2018-08-02 13:30:40.686986+00,
1474,106,2017-03-07 11:04:59.080586+00,1106,197.3,3.9,2018-08-02 13:30:40.686986+00,
1475,588,2017-09-30 14:08:07.259786+00,588,352.95,3.9,2018-08-02 13:30:40.686986+00,
1476,706,2018-05-30 12:40:50.469386+00,706,98.15,3.9,2018-08-02 13:30:40.686986+00,
1477,815,2018-03-21 18:56:45.794186+00,815,202.68,3.9,2018-08-02 13:30:40.686986+00,
1478,397,2017-01-07 04:57:08.718986+00,397,220.62,3.9,2018-08-02 13:30:40.686986+00,
1479,545,2017-05-07 00:18:31.528586+00,545,254.95,3.9,2018-08-02 13:30:40.686986+00,
1480,613,2017-07-31 07:49:44.277386+00,613,238,3.9,2018-08-02 13:30:40.686986+00,
1481,937,2017-08-25 10:44:43.605386+00,937,236.6,3.9,2018-08-02 13:30:40.686986+00,
1482,402,2016-10-04 00:18:44.229386+00,402,379.03,3.9,2018-08-02 13:30:40.686986+00,
1483,493,2017-05-08 06:44:16.792586+00,493,298.16,3.9,2018-08-02 13:30:40.686986+00,
1484,515,2018-05-12 04:27:19.547786+00,515,139.13,3.9,2018-08-02 13:30:40.686986+00,
1485,178,2016-09-10 11:52:39.698186+00,178,432.53,3.9,2018-08-02 13:30:40.686986+00,
1486,278,2016-10-18 14:58:31.605386+00,278,296.09,3.9,2018-08-02 13:30:40.686986+00,
1487,855,2017-09-12 09:04:53.579786+00,855,480.88,3.9,2018-08-02 13:30:40.686986+00,
1488,1069,2016-10-18 14:47:35.742986+00,1069,394.7,3.9,2018-08-02 13:30:40.686986+00,
1489,395,2017-02-14 03:12:12.059786+00,395,185.4,3.9,2018-08-02 13:30:40.686986+00,
1490,357,2017-03-29 12:45:25.134986+00,357,51,3.9,2018-08-02 13:30:40.686986+00,
1491,556,2017-07-28 16:48:13.384586+00,556,316.22,3.9,2018-08-02 13:30:40.686986+00,
1492,324,2018-01-21 02:44:08.296586+00,324,142,3.9,2018-08-02 13:30:40.686986+00,
1493,962,2017-10-11 05:00:06.011786+00,962,173.12,3.9,2018-08-02 13:30:40.686986+00,
1494,169,2018-04-07 19:01:17.694986+00,169,77.19,3.9,2018-08-02 13:30:40.686986+00,
1495,640,2017-09-19 03:02:55.643786+00,640,437.4,3.9,2018-08-02 13:30:40.686986+00,
1496,737,2018-07-10 05:09:58.024586+00,737,440.46,3.9,2018-08-02 13:30:40.686986+00,
1497,285,2017-12-14 05:34:04.965386+00,285,378.51,3.9,2018-08-02 13:30:40.686986+00,
1498,816,2018-04-15 13:41:45.189386+00,816,353.6,3.9,2018-08-02 13:30:40.686986+00,
1499,659,2018-03-23 16:09:01.403786+00,659,307.2,3.9,2018-08-02 13:30:40.686986+00,
1500,981,2016-09-06 22:57:21.678986+00,981,178.67,3.9,2018-08-02 13:30:40.686986+00,
1501,749,2017-04-29 16:26:12.501386+00,749,112.34,3.9,2018-08-02 13:30:40.686986+00,
1502,960,2016-08-11 01:51:09.208586+00,960,421.14,3.9,2018-08-02 13:30:40.686986+00,
1503,367,2018-02-24 12:52:06.808586+00,367,434.42,3.9,2018-08-02 13:30:40.686986+00,
1504,376,2017-08-27 00:05:32.546186+00,376,227.92,3.9,2018-08-02 13:30:40.686986+00,
1505,936,2017-11-03 23:47:10.773386+00,936,411.78,3.9,2018-08-02 13:30:40.686986+00,
1506,882,2016-08-31 20:44:48.472586+00,882,371.98,3.9,2018-08-02 13:30:40.686986+00,
1507,435,2017-04-26 22:46:07.154186+00,435,352.32,3.9,2018-08-02 13:30:40.686986+00,
1508,880,2018-07-27 02:41:06.942986+00,880,523.05,3.9,2018-08-02 13:30:40.686986+00,
1509,745,2018-03-13 08:13:48.539786+00,745,472,3.9,2018-08-02 13:30:40.686986+00,
1510,1054,2018-02-14 14:31:47.934986+00,1054,100.6,3.9,2018-08-02 13:30:40.686986+00,
1511,127,2018-05-09 03:45:32.392586+00,1127,67.8,3.9,2018-08-02 13:30:40.686986+00,
1512,724,2016-10-01 06:28:32.267786+00,724,142.6,3.9,2018-08-02 13:30:40.686986+00,
1513,305,2017-01-10 04:06:02.728586+00,305,352.55,3.9,2018-08-02 13:30:40.686986+00,
1514,805,2018-07-29 23:36:40.398986+00,805,155.4,3.9,2018-08-02 13:30:40.686986+00,
1515,292,2018-02-19 23:05:57.573386+00,292,220.12,3.9,2018-08-02 13:30:40.686986+00,
1516,236,2016-09-15 23:23:34.418186+00,236,79,3.9,2018-08-02 13:30:40.686986+00,
1517,545,2018-04-15 23:05:33.986186+00,545,56,3.9,2018-08-02 13:30:40.686986+00,
1518,1020,2017-04-07 17:50:08.411786+00,1020,127,3.9,2018-08-02 13:30:40.686986+00,
1519,804,2017-11-11 16:49:21.986186+00,804,111.6,3.9,2018-08-02 13:30:40.686986+00,
1520,1079,2017-07-31 21:04:14.958986+00,1079,135,3.9,2018-08-02 13:30:40.686986+00,
1521,193,2018-06-01 18:22:55.912586+00,193,163.4,3.9,2018-08-02 13:30:40.686986+00,
1522,834,2018-02-14 00:37:56.891786+00,834,359.71,3.9,2018-08-02 13:30:40.686986+00,
1523,994,2016-09-26 07:33:09.726986+00,994,330.24,3.9,2018-08-02 13:30:40.686986+00,
1524,829,2017-09-23 13:57:43.019786+00,829,300.09,3.9,2018-08-02 13:30:40.686986+00,
1525,424,2017-06-08 11:41:32.171786+00,424,60.3,3.9,2018-08-02 13:30:40.686986+00,
1526,747,2016-09-30 07:12:54.078986+00,747,83.25,3.9,2018-08-02 13:30:40.686986+00,
1527,892,2017-07-31 07:12:11.224586+00,892,267.66,3.9,2018-08-02 13:30:40.686986+00,
1528,675,2017-09-05 08:54:11.022986+00,675,354.88,3.9,2018-08-02 13:30:40.686986+00,
1529,301,2018-01-24 05:43:50.066186+00,301,344.54,3.9,2018-08-02 13:30:40.686986+00,
1530,544,2017-10-12 09:13:19.797386+00,544,103.8,3.9,2018-08-02 13:30:40.686986+00,
1531,184,2017-03-10 11:16:15.765386+00,184,159.49,3.9,2018-08-02 13:30:40.686986+00,
1532,294,2017-12-08 16:26:06.712586+00,294,431,3.9,2018-08-02 13:30:40.686986+00,
1533,487,2016-08-17 09:15:13.499786+00,487,413,3.9,2018-08-02 13:30:40.686986+00,
1534,616,2017-09-16 15:21:59.147786+00,616,72.96,3.9,2018-08-02 13:30:40.686986+00,
1535,550,2018-01-09 08:45:02.814986+00,550,321.31,3.9,2018-08-02 13:30:40.686986+00,
1536,314,2017-09-15 06:02:52.533386+00,314,412.92,3.9,2018-08-02 13:30:40.686986+00,
1537,884,2017-06-20 00:46:11.963786+00,884,385.02,3.9,2018-08-02 13:30:40.686986+00,
1538,671,2017-11-03 18:44:59.646986+00,671,530.32,3.9,2018-08-02 13:30:40.686986+00,
1539,194,2017-10-28 18:04:57.640586+00,194,251.84,3.9,2018-08-02 13:30:40.686986+00,
1540,438,2017-04-20 21:50:25.115786+00,438,448.24,3.9,2018-08-02 13:30:40.686986+00,
1541,164,2017-10-01 07:30:46.130186+00,164,373.38,3.9,2018-08-02 13:30:40.686986+00,
1542,586,2017-01-06 22:26:58.638986+00,586,284,3.9,2018-08-02 13:30:40.686986+00,
1543,241,2017-05-03 16:06:11.454986+00,241,216.2,3.9,2018-08-02 13:30:40.686986+00,
1544,937,2018-04-30 00:03:34.696586+00,937,117,3.9,2018-08-02 13:30:40.686986+00,
1545,1052,2016-09-08 14:17:22.379786+00,1052,312.4,3.9,2018-08-02 13:30:40.686986+00,
1546,887,2018-01-22 05:10:59.886986+00,887,234.9,3.9,2018-08-02 13:30:40.686986+00,
1547,479,2017-06-10 21:47:39.141386+00,479,251,3.9,2018-08-02 13:30:40.686986+00,
1548,427,2016-10-19 14:57:49.701386+00,427,121,3.9,2018-08-02 13:30:40.686986+00,
1549,776,2018-07-26 02:27:45.669386+00,776,272.51,3.9,2018-08-02 13:30:40.686986+00,
1550,166,2017-07-13 20:22:03.006986+00,166,180.8,3.9,2018-08-02 13:30:40.686986+00,
1551,259,2016-10-16 08:02:05.157386+00,259,68,3.9,2018-08-02 13:30:40.686986+00,
1552,988,2018-03-12 21:17:00.894986+00,988,242.54,3.9,2018-08-02 13:30:40.686986+00,
1553,862,2017-04-27 07:57:59.867786+00,862,117,3.9,2018-08-02 13:30:40.686986+00,
1554,325,2017-12-26 12:26:29.061386+00,325,44.73,3.9,2018-08-02 13:30:40.686986+00,
1555,476,2017-05-15 11:15:30.318986+00,476,105.08,3.9,2018-08-02 13:30:40.686986+00,
1556,993,2017-03-29 04:20:22.494986+00,993,513.28,3.9,2018-08-02 13:30:40.686986+00,
1557,506,2017-05-02 13:14:56.507786+00,506,260.82,3.9,2018-08-02 13:30:40.686986+00,
1558,274,2017-05-30 02:02:24.165386+00,274,372.6,3.9,2018-08-02 13:30:40.686986+00,
1559,765,2018-04-25 03:00:24.098186+00,765,86.58,3.9,2018-08-02 13:30:40.686986+00,
1560,109,2017-06-20 07:43:43.470986+00,1109,138,3.9,2018-08-02 13:30:40.686986+00,
1561,1046,2017-01-29 05:52:04.274186+00,1046,439.6,3.9,2018-08-02 13:30:40.686986+00,
1562,662,2016-12-24 15:53:35.282186+00,662,260,3.9,2018-08-02 13:30:40.686986+00,
1563,1011,2017-08-31 12:27:24.098186+00,1011,494.08,3.9,2018-08-02 13:30:40.686986+00,
1564,692,2017-03-28 12:14:00.059786+00,692,300.8,3.9,2018-08-02 13:30:40.686986+00,
1565,713,2018-05-10 16:46:43.182986+00,713,229.66,3.9,2018-08-02 13:30:40.686986+00,
1566,795,2018-07-01 18:57:26.229386+00,795,131,3.9,2018-08-02 13:30:40.686986+00,
1567,864,2017-01-21 21:05:27.534986+00,864,417.55,3.9,2018-08-02 13:30:40.686986+00,
1568,1065,2017-04-17 03:25:32.210186+00,1065,294.94,3.9,2018-08-02 13:30:40.686986+00,
1569,445,2017-10-18 00:16:29.877386+00,445,396.6,3.9,2018-08-02 13:30:40.686986+00,
1570,780,2018-07-29 11:57:17.301386+00,780,549.02,3.9,2018-08-02 13:30:40.686986+00,
1571,1061,2016-09-25 10:50:54.002186+00,1061,260.3,3.9,2018-08-02 13:30:40.686986+00,
1572,1074,2017-10-28 16:37:04.216586+00,1074,114.38,3.9,2018-08-02 13:30:40.686986+00,
1573,582,2017-03-04 01:58:33.131786+00,582,116.1,3.9,2018-08-02 13:30:40.686986+00,
1574,358,2018-03-31 20:32:20.334986+00,358,333.38,3.9,2018-08-02 13:30:40.686986+00,
1575,735,2017-12-06 13:02:34.850186+00,735,267.84,3.9,2018-08-02 13:30:40.686986+00,
1576,1013,2017-07-24 01:42:23.464586+00,1013,375.9,3.9,2018-08-02 13:30:40.686986+00,
1577,791,2018-03-28 19:47:06.251786+00,791,120.08,3.9,2018-08-02 13:30:40.686986+00,
1578,248,2017-08-24 15:36:22.629386+00,248,184,3.9,2018-08-02 13:30:40.686986+00,
1579,382,2016-09-27 08:48:06.328586+00,382,148.79,3.9,2018-08-02 13:30:40.686986+00,
1580,653,2018-02-14 23:52:36.760586+00,653,67.2,3.9,2018-08-02 13:30:40.686986+00,
1581,141,2016-10-27 03:17:36.405386+00,141,54,3.9,2018-08-02 13:30:40.686986+00,
1582,263,2018-03-17 12:00:41.205386+00,263,119.6,3.9,2018-08-02 13:30:40.686986+00,
1583,656,2018-07-17 08:23:56.882186+00,656,234,3.9,2018-08-02 13:30:40.686986+00,
1584,180,2017-07-14 06:18:48.981386+00,180,382.2,3.9,2018-08-02 13:30:40.686986+00,
1585,397,2016-12-18 13:02:35.368586+00,397,219.92,3.9,2018-08-02 13:30:40.686986+00,
1586,1089,2018-07-21 18:29:26.958986+00,1089,124.67,3.9,2018-08-02 13:30:40.686986+00,
1587,194,2016-12-07 04:10:39.294986+00,194,192,3.9,2018-08-02 13:30:40.686986+00,
1588,898,2017-07-28 02:05:40.206986+00,898,237.08,3.9,2018-08-02 13:30:40.686986+00,
1589,912,2018-04-21 23:00:38.930186+00,912,517.55,3.9,2018-08-02 13:30:40.686986+00,
1590,201,2016-10-05 06:05:48.011786+00,201,246.26,3.9,2018-08-02 13:30:40.686986+00,
1591,774,2017-08-09 20:57:58.082186+00,774,506.92,3.9,2018-08-02 13:30:40.686986+00,
1592,990,2017-05-08 04:34:58.504586+00,990,588.3,3.9,2018-08-02 13:30:40.686986+00,
1593,782,2017-02-15 09:54:51.573386+00,782,145.2,3.9,2018-08-02 13:30:40.686986+00,
1594,766,2016-08-17 04:35:38.421386+00,766,56,3.9,2018-08-02 13:30:40.686986+00,
1595,354,2017-10-14 01:34:31.115786+00,354,486.02,3.9,2018-08-02 13:30:40.686986+00,
1596,844,2018-04-13 13:18:28.619786+00,844,135.9,3.9,2018-08-02 13:30:40.686986+00,
1597,374,2017-04-02 23:09:51.285386+00,374,47.52,3.9,2018-08-02 13:30:40.686986+00,
1598,294,2018-05-31 01:18:50.910986+00,294,134.83,3.9,2018-08-02 13:30:40.686986+00,
1599,602,2016-08-16 00:35:39.774986+00,602,306.8,3.9,2018-08-02 13:30:40.686986+00,
1600,972,2017-09-21 08:01:58.504586+00,972,319.72,3.9,2018-08-02 13:30:40.686986+00,
1601,223,2017-05-17 08:38:41.963786+00,223,325.6,3.9,2018-08-02 13:30:40.686986+00,
1602,625,2016-09-20 22:57:01.115786+00,625,261.28,3.9,2018-08-02 13:30:40.686986+00,
1603,687,2016-08-24 00:47:32.834186+00,687,402.2,3.9,2018-08-02 13:30:40.686986+00,
1604,664,2016-11-01 09:42:56.354186+00,664,199.11,3.9,2018-08-02 13:30:40.686986+00,
1605,630,2017-04-05 05:57:22.658186+00,630,498.87,3.9,2018-08-02 13:30:40.686986+00,
1606,332,2017-02-14 15:04:14.786186+00,332,140.63,3.9,2018-08-02 13:30:40.686986+00,
1607,179,2018-03-05 21:25:21.669386+00,179,87.74,3.9,2018-08-02 13:30:40.686986+00,
1608,371,2016-08-25 07:28:34.024586+00,371,324,3.9,2018-08-02 13:30:40.686986+00,
1609,151,2016-10-07 04:07:24.549386+00,151,461.32,3.9,2018-08-02 13:30:40.686986+00,
1610,200,2017-06-27 08:33:05.349386+00,200,344.32,3.9,2018-08-02 13:30:40.686986+00,
1611,1079,2017-08-24 11:56:02.046986+00,1079,299.92,3.9,2018-08-02 13:30:40.686986+00,
1612,355,2017-07-22 04:24:20.267786+00,355,397,3.9,2018-08-02 13:30:40.686986+00,
1613,597,2017-09-20 07:48:59.176586+00,597,212,3.9,2018-08-02 13:30:40.686986+00,
1614,674,2018-01-17 23:03:56.872586+00,674,183.41,3.9,2018-08-02 13:30:40.686986+00,
1615,1063,2017-01-23 14:21:49.960586+00,1063,317.4,3.9,2018-08-02 13:30:40.686986+00,
1616,515,2017-08-19 22:31:17.493386+00,515,77.28,3.9,2018-08-02 13:30:40.686986+00,
1617,181,2017-04-19 05:21:14.018186+00,181,172.44,3.9,2018-08-02 13:30:40.686986+00,
1618,375,2018-01-24 02:38:11.637386+00,375,198.13,3.9,2018-08-02 13:30:40.686986+00,
1619,913,2018-02-03 17:00:31.499786+00,913,556.22,3.9,2018-08-02 13:30:40.686986+00,
1620,770,2018-04-09 08:37:06.318986+00,770,198.12,3.9,2018-08-02 13:30:40.686986+00,
1621,355,2018-07-24 12:34:40.850186+00,355,571.96,3.9,2018-08-02 13:30:40.686986+00,
1622,238,2016-09-29 00:20:48.386186+00,238,402.84,3.9,2018-08-02 13:30:40.686986+00,
1623,731,2018-03-31 20:10:14.526986+00,731,239,3.9,2018-08-02 13:30:40.686986+00,
1624,526,2017-05-05 14:34:01.336586+00,526,306.8,3.9,2018-08-02 13:30:40.686986+00,
1625,991,2018-06-30 16:52:53.406986+00,991,288.33,3.9,2018-08-02 13:30:40.686986+00,
1626,686,2017-10-20 05:25:40.734986+00,686,337.38,3.9,2018-08-02 13:30:40.686986+00,
1627,274,2017-05-05 13:22:29.416586+00,274,295,3.9,2018-08-02 13:30:40.686986+00,
1628,824,2017-04-13 18:10:37.019786+00,824,377.35,3.9,2018-08-02 13:30:40.686986+00,
1629,213,2017-05-07 11:06:53.819786+00,213,260.82,3.9,2018-08-02 13:30:40.686986+00,
1630,299,2017-11-13 23:21:03.563786+00,299,155.39,3.9,2018-08-02 13:30:40.686986+00,
1631,322,2018-05-13 18:32:27.966986+00,322,332.87,3.9,2018-08-02 13:30:40.686986+00,
1632,362,2017-06-04 17:02:41.186186+00,362,230.2,3.9,2018-08-02 13:30:40.686986+00,
1633,979,2017-01-24 15:33:55.576586+00,979,118.3,3.9,2018-08-02 13:30:40.686986+00,
1634,760,2017-06-29 14:32:44.181386+00,760,303.6,3.9,2018-08-02 13:30:40.686986+00,
1635,472,2018-01-15 05:56:19.240586+00,472,298.16,3.9,2018-08-02 13:30:40.686986+00,
1636,862,2017-07-14 22:25:01.912586+00,862,54,3.9,2018-08-02 13:30:40.686986+00,
1637,968,2018-01-01 09:44:32.690186+00,968,156.02,3.9,2018-08-02 13:30:40.686986+00,
1638,190,2018-05-26 08:24:58.571786+00,190,127.2,3.9,2018-08-02 13:30:40.686986+00,
1639,905,2017-12-05 19:58:37.106186+00,905,246.7,3.9,2018-08-02 13:30:40.686986+00,
1640,762,2017-04-27 20:01:05.282186+00,762,483.41,3.9,2018-08-02 13:30:40.686986+00,
1641,209,2017-03-07 13:43:16.427786+00,209,128.2,3.9,2018-08-02 13:30:40.686986+00,
1642,946,2016-08-26 11:25:32.699786+00,946,473.26,3.9,2018-08-02 13:30:40.686986+00,
